# id;timestamp;commentText;codeText;commentWords;codeWords
HttpComponentsClientHttpRequestFactory -> @Override 	public void destroy() throws Exception;1377627757;Shutdown hook that closes the underlying_{@link org.apache.http.conn.ClientConnectionManager ClientConnectionManager}'s_connection pool, if any.;@Override_	public void destroy() throws Exception {_		getHttpClient().getConnectionManager().shutdown()__	};shutdown,hook,that,closes,the,underlying,link,org,apache,http,conn,client,connection,manager,client,connection,manager,s,connection,pool,if,any;override,public,void,destroy,throws,exception,get,http,client,get,connection,manager,shutdown
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1500416137;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1520890308;Set the connection timeout for the underlying HttpClient._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout();public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,http,client,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public void setConnectTimeout(int timeout);1523025317;Set the connection timeout for the underlying {@link RequestConfig}._A timeout value of 0 specifies an infinite timeout._<p>Additional properties can be configured by specifying a_{@link RequestConfig} instance on a custom {@link HttpClient}._<p>This options does not affect connection timeouts for SSL_handshakes or CONNECT requests_ for that, it is required to_use the {@link org.apache.http.config.SocketConfig} on the_{@link HttpClient} itself._@param timeout the timeout value in milliseconds_@see RequestConfig#getConnectTimeout()_@see org.apache.http.config.SocketConfig#getSoTimeout;public void setConnectTimeout(int timeout) {_		Assert.isTrue(timeout >= 0, "Timeout must be a non-negative value")__		this.requestConfig = requestConfigBuilder().setConnectTimeout(timeout).build()__	};set,the,connection,timeout,for,the,underlying,link,request,config,a,timeout,value,of,0,specifies,an,infinite,timeout,p,additional,properties,can,be,configured,by,specifying,a,link,request,config,instance,on,a,custom,link,http,client,p,this,options,does,not,affect,connection,timeouts,for,ssl,handshakes,or,connect,requests,for,that,it,is,required,to,use,the,link,org,apache,http,config,socket,config,on,the,link,http,client,itself,param,timeout,the,timeout,value,in,milliseconds,see,request,config,get,connect,timeout,see,org,apache,http,config,socket,config,get,so,timeout;public,void,set,connect,timeout,int,timeout,assert,is,true,timeout,0,timeout,must,be,a,non,negative,value,this,request,config,request,config,builder,set,connect,timeout,timeout,build
HttpComponentsClientHttpRequestFactory -> public HttpComponentsClientHttpRequestFactory(CloseableHttpClient httpClient);1377782656;Create a new instance of the {@code HttpComponentsClientHttpRequestFactory}_with the given {@link HttpClient} instance._@param httpClient the HttpClient instance to use for this request factory;public HttpComponentsClientHttpRequestFactory(CloseableHttpClient httpClient) {_		Assert.notNull(httpClient, "'httpClient' must not be null")__        this.httpClient = httpClient__	};create,a,new,instance,of,the,code,http,components,client,http,request,factory,with,the,given,link,http,client,instance,param,http,client,the,http,client,instance,to,use,for,this,request,factory;public,http,components,client,http,request,factory,closeable,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public HttpComponentsClientHttpRequestFactory(CloseableHttpClient httpClient);1383229571;Create a new instance of the {@code HttpComponentsClientHttpRequestFactory}_with the given {@link HttpClient} instance._@param httpClient the HttpClient instance to use for this request factory;public HttpComponentsClientHttpRequestFactory(CloseableHttpClient httpClient) {_		Assert.notNull(httpClient, "'httpClient' must not be null")__        this.httpClient = httpClient__	};create,a,new,instance,of,the,code,http,components,client,http,request,factory,with,the,given,link,http,client,instance,param,http,client,the,http,client,instance,to,use,for,this,request,factory;public,http,components,client,http,request,factory,closeable,http,client,http,client,assert,not,null,http,client,http,client,must,not,be,null,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> protected RequestConfig createRequestConfig(HttpClient client);1426623891;Create a default {@link RequestConfig} to use with the given client._Can return {@code null} to indicate that no custom request config should_be set and the defaults of the {@link HttpClient} should be used._<p>The default implementation tries to merge the defaults of the client_with the local customizations of this instance, if any._@param client the client_@return the RequestConfig to use_@since 4.2;protected RequestConfig createRequestConfig(HttpClient client) {_		if (client instanceof Configurable) {_			RequestConfig clientRequestConfig = ((Configurable) client).getConfig()__			return mergeRequestConfig(clientRequestConfig)__		}_		return this.requestConfig__	};create,a,default,link,request,config,to,use,with,the,given,client,can,return,code,null,to,indicate,that,no,custom,request,config,should,be,set,and,the,defaults,of,the,link,http,client,should,be,used,p,the,default,implementation,tries,to,merge,the,defaults,of,the,client,with,the,local,customizations,of,this,instance,if,any,param,client,the,client,return,the,request,config,to,use,since,4,2;protected,request,config,create,request,config,http,client,client,if,client,instanceof,configurable,request,config,client,request,config,configurable,client,get,config,return,merge,request,config,client,request,config,return,this,request,config
HttpComponentsClientHttpRequestFactory -> protected RequestConfig createRequestConfig(HttpClient client);1434384787;Create a default {@link RequestConfig} to use with the given client._Can return {@code null} to indicate that no custom request config should_be set and the defaults of the {@link HttpClient} should be used._<p>The default implementation tries to merge the defaults of the client_with the local customizations of this instance, if any._@param client the client_@return the RequestConfig to use_@since 4.2;protected RequestConfig createRequestConfig(HttpClient client) {_		if (client instanceof Configurable) {_			RequestConfig clientRequestConfig = ((Configurable) client).getConfig()__			return mergeRequestConfig(clientRequestConfig)__		}_		return this.requestConfig__	};create,a,default,link,request,config,to,use,with,the,given,client,can,return,code,null,to,indicate,that,no,custom,request,config,should,be,set,and,the,defaults,of,the,link,http,client,should,be,used,p,the,default,implementation,tries,to,merge,the,defaults,of,the,client,with,the,local,customizations,of,this,instance,if,any,param,client,the,client,return,the,request,config,to,use,since,4,2;protected,request,config,create,request,config,http,client,client,if,client,instanceof,configurable,request,config,client,request,config,configurable,client,get,config,return,merge,request,config,client,request,config,return,this,request,config
HttpComponentsClientHttpRequestFactory -> protected RequestConfig createRequestConfig(HttpClient client);1436200220;Create a default {@link RequestConfig} to use with the given client._Can return {@code null} to indicate that no custom request config should_be set and the defaults of the {@link HttpClient} should be used._<p>The default implementation tries to merge the defaults of the client_with the local customizations of this instance, if any._@param client the client_@return the RequestConfig to use_@since 4.2;protected RequestConfig createRequestConfig(HttpClient client) {_		if (client instanceof Configurable) {_			RequestConfig clientRequestConfig = ((Configurable) client).getConfig()__			return mergeRequestConfig(clientRequestConfig)__		}_		return this.requestConfig__	};create,a,default,link,request,config,to,use,with,the,given,client,can,return,code,null,to,indicate,that,no,custom,request,config,should,be,set,and,the,defaults,of,the,link,http,client,should,be,used,p,the,default,implementation,tries,to,merge,the,defaults,of,the,client,with,the,local,customizations,of,this,instance,if,any,param,client,the,client,return,the,request,config,to,use,since,4,2;protected,request,config,create,request,config,http,client,client,if,client,instanceof,configurable,request,config,client,request,config,configurable,client,get,config,return,merge,request,config,client,request,config,return,this,request,config
HttpComponentsClientHttpRequestFactory -> public CloseableHttpClient getHttpClient();1377782656;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public CloseableHttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,closeable,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public CloseableHttpClient getHttpClient();1383229571;Return the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public CloseableHttpClient getHttpClient() {_		return this.httpClient__	};return,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,closeable,http,client,get,http,client,return,this,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(CloseableHttpClient httpClient);1377782656;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(CloseableHttpClient httpClient) {_        this.httpClient = httpClient__    };set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,closeable,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> public void setHttpClient(CloseableHttpClient httpClient);1383229571;Set the {@code HttpClient} used for_{@linkplain #createRequest(URI, HttpMethod) synchronous execution}.;public void setHttpClient(CloseableHttpClient httpClient) {_        this.httpClient = httpClient__    };set,the,code,http,client,used,for,linkplain,create,request,uri,http,method,synchronous,execution;public,void,set,http,client,closeable,http,client,http,client,this,http,client,http,client
HttpComponentsClientHttpRequestFactory -> protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri);1328020251;Template methods that creates a {@link HttpContext} for the given HTTP method and URI._<p>The default implementation returns {@code null}._@param httpMethod the HTTP method_@param uri the URI_@return the http context;protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri) {_        return null__    };template,methods,that,creates,a,link,http,context,for,the,given,http,method,and,uri,p,the,default,implementation,returns,code,null,param,http,method,the,http,method,param,uri,the,uri,return,the,http,context;protected,http,context,create,http,context,http,method,http,method,uri,uri,return,null
HttpComponentsClientHttpRequestFactory -> protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri);1340398642;Template methods that creates a {@link HttpContext} for the given HTTP method and URI._<p>The default implementation returns {@code null}._@param httpMethod the HTTP method_@param uri the URI_@return the http context;protected HttpContext createHttpContext(HttpMethod httpMethod, URI uri) {_        return null__    };template,methods,that,creates,a,link,http,context,for,the,given,http,method,and,uri,p,the,default,implementation,returns,code,null,param,http,method,the,http,method,param,uri,the,uri,return,the,http,context;protected,http,context,create,http,context,http,method,http,method,uri,uri,return,null
