# id;timestamp;commentText;codeText;commentWords;codeWords
CollectionUtils -> public static boolean contains(Enumeration enumeration, Object element);1328020251;Check whether the given Enumeration contains the given element._@param enumeration the Enumeration to check_@param element the element to look for_@return <code>true</code> if found, <code>false</code> else;public static boolean contains(Enumeration enumeration, Object element) {_		if (enumeration != null) {_			while (enumeration.hasMoreElements()) {_				Object candidate = enumeration.nextElement()__				if (ObjectUtils.nullSafeEquals(candidate, element)) {_					return true__				}_			}_		}_		return false__	};check,whether,the,given,enumeration,contains,the,given,element,param,enumeration,the,enumeration,to,check,param,element,the,element,to,look,for,return,code,true,code,if,found,code,false,code,else;public,static,boolean,contains,enumeration,enumeration,object,element,if,enumeration,null,while,enumeration,has,more,elements,object,candidate,enumeration,next,element,if,object,utils,null,safe,equals,candidate,element,return,true,return,false
CollectionUtils -> public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map);1385986241;Returns an unmodifiable view of the specified multi-value map.__@param  map the map for which an unmodifiable view is to be returned._@return an unmodifiable view of the specified multi-value map.;public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map) {_		Assert.notNull(map, "'map' must not be null")__		Map<K, List<V>> result = new LinkedHashMap<K, List<V>>(map.size())__		for (Map.Entry<? extends K, ? extends List<? extends V>> entry : map.entrySet()) {_			List<V> values = Collections.unmodifiableList(entry.getValue())__			result.put(entry.getKey(), values)__		}_		Map<K, List<V>> unmodifiableMap = Collections.unmodifiableMap(result)__		return toMultiValueMap(unmodifiableMap)__	};returns,an,unmodifiable,view,of,the,specified,multi,value,map,param,map,the,map,for,which,an,unmodifiable,view,is,to,be,returned,return,an,unmodifiable,view,of,the,specified,multi,value,map;public,static,k,v,multi,value,map,k,v,unmodifiable,multi,value,map,multi,value,map,extends,k,extends,v,map,assert,not,null,map,map,must,not,be,null,map,k,list,v,result,new,linked,hash,map,k,list,v,map,size,for,map,entry,extends,k,extends,list,extends,v,entry,map,entry,set,list,v,values,collections,unmodifiable,list,entry,get,value,result,put,entry,get,key,values,map,k,list,v,unmodifiable,map,collections,unmodifiable,map,result,return,to,multi,value,map,unmodifiable,map
CollectionUtils -> public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map);1386673232;Return an unmodifiable view of the specified multi-value map._@param  map the map for which an unmodifiable view is to be returned._@return an unmodifiable view of the specified multi-value map.;public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map) {_		Assert.notNull(map, "'map' must not be null")__		Map<K, List<V>> result = new LinkedHashMap<K, List<V>>(map.size())__		for (Map.Entry<? extends K, ? extends List<? extends V>> entry : map.entrySet()) {_			List<V> values = Collections.unmodifiableList(entry.getValue())__			result.put(entry.getKey(), values)__		}_		Map<K, List<V>> unmodifiableMap = Collections.unmodifiableMap(result)__		return toMultiValueMap(unmodifiableMap)__	};return,an,unmodifiable,view,of,the,specified,multi,value,map,param,map,the,map,for,which,an,unmodifiable,view,is,to,be,returned,return,an,unmodifiable,view,of,the,specified,multi,value,map;public,static,k,v,multi,value,map,k,v,unmodifiable,multi,value,map,multi,value,map,extends,k,extends,v,map,assert,not,null,map,map,must,not,be,null,map,k,list,v,result,new,linked,hash,map,k,list,v,map,size,for,map,entry,extends,k,extends,list,extends,v,entry,map,entry,set,list,v,values,collections,unmodifiable,list,entry,get,value,result,put,entry,get,key,values,map,k,list,v,unmodifiable,map,collections,unmodifiable,map,result,return,to,multi,value,map,unmodifiable,map
CollectionUtils -> public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map);1398721027;Return an unmodifiable view of the specified multi-value map._@param  map the map for which an unmodifiable view is to be returned._@return an unmodifiable view of the specified multi-value map.;public static <K,V> MultiValueMap<K,V> unmodifiableMultiValueMap(MultiValueMap<? extends K, ? extends V> map) {_		Assert.notNull(map, "'map' must not be null")__		Map<K, List<V>> result = new LinkedHashMap<K, List<V>>(map.size())__		for (Map.Entry<? extends K, ? extends List<? extends V>> entry : map.entrySet()) {_			List<V> values = Collections.unmodifiableList(entry.getValue())__			result.put(entry.getKey(), values)__		}_		Map<K, List<V>> unmodifiableMap = Collections.unmodifiableMap(result)__		return toMultiValueMap(unmodifiableMap)__	};return,an,unmodifiable,view,of,the,specified,multi,value,map,param,map,the,map,for,which,an,unmodifiable,view,is,to,be,returned,return,an,unmodifiable,view,of,the,specified,multi,value,map;public,static,k,v,multi,value,map,k,v,unmodifiable,multi,value,map,multi,value,map,extends,k,extends,v,map,assert,not,null,map,map,must,not,be,null,map,k,list,v,result,new,linked,hash,map,k,list,v,map,size,for,map,entry,extends,k,extends,list,extends,v,entry,map,entry,set,list,v,values,collections,unmodifiable,list,entry,get,value,result,put,entry,get,key,values,map,k,list,v,unmodifiable,map,collections,unmodifiable,map,result,return,to,multi,value,map,unmodifiable,map
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1495868221;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (map == null) {_			throw new IllegalArgumentException("Map must not be null")__		}_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,map,null,throw,new,illegal,argument,exception,map,must,not,be,null,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1496259743;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (map == null) {_			throw new IllegalArgumentException("Map must not be null")__		}_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,map,null,throw,new,illegal,argument,exception,map,must,not,be,null,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1496837955;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1496955179;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1497269532;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1500448076;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
CollectionUtils -> @SuppressWarnings("unchecked") 	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map);1502974979;Merge the given Properties instance into the given Map,_copying all properties (key-value pairs) over._<p>Uses {@code Properties.propertyNames()} to even catch_default properties linked into the original Properties instance._@param props the Properties instance to merge (may be {@code null})_@param map the target Map to merge the properties into;@SuppressWarnings("unchecked")_	public static <K, V> void mergePropertiesIntoMap(@Nullable Properties props, Map<K, V> map) {_		if (props != null) {_			for (Enumeration<?> en = props.propertyNames()_ en.hasMoreElements()_) {_				String key = (String) en.nextElement()__				Object value = props.get(key)__				if (value == null) {_					_					value = props.getProperty(key)__				}_				map.put((K) key, (V) value)__			}_		}_	};merge,the,given,properties,instance,into,the,given,map,copying,all,properties,key,value,pairs,over,p,uses,code,properties,property,names,to,even,catch,default,properties,linked,into,the,original,properties,instance,param,props,the,properties,instance,to,merge,may,be,code,null,param,map,the,target,map,to,merge,the,properties,into;suppress,warnings,unchecked,public,static,k,v,void,merge,properties,into,map,nullable,properties,props,map,k,v,map,if,props,null,for,enumeration,en,props,property,names,en,has,more,elements,string,key,string,en,next,element,object,value,props,get,key,if,value,null,value,props,get,property,key,map,put,k,key,v,value
