# id;timestamp;commentText;codeText;commentWords;codeWords
UnsortedGrouping -> public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer);1406821655;Applies a GroupReduce transformation on a grouped {@link DataSet}.<br/>_The transformation calls a {@link org.apache.flink.api.java.functions.RichGroupReduceFunction} for each group of the DataSet._A GroupReduceFunction can iterate over all elements of a group and emit any_number of output elements including none.__@param reducer The GroupReduceFunction that is applied on each group of the DataSet._@return A GroupReduceOperator that represents the reduced DataSet.__@see org.apache.flink.api.java.functions.RichGroupReduceFunction_@see GroupReduceOperator_@see DataSet;public <R> GroupReduceOperator<T, R> reduceGroup(GroupReduceFunction<T, R> reducer) {_		if (reducer == null) {_			throw new NullPointerException("GroupReduce function must not be null.")__		}_		if (FunctionUtils.isSerializedLambdaFunction(reducer)) {_			throw new UnsupportedLambdaExpressionException()__		}_		return new GroupReduceOperator<T, R>(this, reducer)__	};applies,a,group,reduce,transformation,on,a,grouped,link,data,set,br,the,transformation,calls,a,link,org,apache,flink,api,java,functions,rich,group,reduce,function,for,each,group,of,the,data,set,a,group,reduce,function,can,iterate,over,all,elements,of,a,group,and,emit,any,number,of,output,elements,including,none,param,reducer,the,group,reduce,function,that,is,applied,on,each,group,of,the,data,set,return,a,group,reduce,operator,that,represents,the,reduced,data,set,see,org,apache,flink,api,java,functions,rich,group,reduce,function,see,group,reduce,operator,see,data,set;public,r,group,reduce,operator,t,r,reduce,group,group,reduce,function,t,r,reducer,if,reducer,null,throw,new,null,pointer,exception,group,reduce,function,must,not,be,null,if,function,utils,is,serialized,lambda,function,reducer,throw,new,unsupported,lambda,expression,exception,return,new,group,reduce,operator,t,r,this,reducer
UnsortedGrouping -> public AggregateOperator<T> min (int field);1421341998;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1426698965;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1427300031;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1444400661;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1446112342;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1449526313;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1453803455;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1454428544;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1454679829;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1462899491;Syntactic sugar for aggregate (MIN, field)_@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> public AggregateOperator<T> min (int field);1500970016;Syntactic sugar for aggregate (MIN, field)._@param field The index of the Tuple field on which the aggregation function is applied._@return An AggregateOperator that represents the min'ed DataSet.__@see org.apache.flink.api.java.operators.AggregateOperator;public AggregateOperator<T> min (int field) {_		return this.aggregate (Aggregations.MIN, field, Utils.getCallLocationName())__	};syntactic,sugar,for,aggregate,min,field,param,field,the,index,of,the,tuple,field,on,which,the,aggregation,function,is,applied,return,an,aggregate,operator,that,represents,the,min,ed,data,set,see,org,apache,flink,api,java,operators,aggregate,operator;public,aggregate,operator,t,min,int,field,return,this,aggregate,aggregations,min,field,utils,get,call,location,name
UnsortedGrouping -> @SuppressWarnings({ "unchecked", "rawtypes" }) 	public ReduceOperator<T> maxBy(int... fields);1409655585;Applies a special case of a reduce transformation (maxBy) on a grouped {@link DataSet}.<br/>_The transformation consecutively calls a {@link ReduceFunction}_until only a single element remains which is the result of the transformation._A ReduceFunction combines two elements into one new element of the same type.__@param fields Keys taken into account for finding the minimum._@return A {@link ReduceOperator} representing the minimum.;@SuppressWarnings({ "unchecked", "rawtypes" })_	public ReduceOperator<T> maxBy(int... fields)  {_		_		_		if(!this.dataSet.getType().isTupleType()) {_			throw new InvalidProgramException("Method maxBy(int) only works on tuples.")__		}_			_		return new ReduceOperator<T>(this, new SelectByMaxFunction(_				(TupleTypeInfo) this.dataSet.getType(), fields))__	};applies,a,special,case,of,a,reduce,transformation,max,by,on,a,grouped,link,data,set,br,the,transformation,consecutively,calls,a,link,reduce,function,until,only,a,single,element,remains,which,is,the,result,of,the,transformation,a,reduce,function,combines,two,elements,into,one,new,element,of,the,same,type,param,fields,keys,taken,into,account,for,finding,the,minimum,return,a,link,reduce,operator,representing,the,minimum;suppress,warnings,unchecked,rawtypes,public,reduce,operator,t,max,by,int,fields,if,this,data,set,get,type,is,tuple,type,throw,new,invalid,program,exception,method,max,by,int,only,works,on,tuples,return,new,reduce,operator,t,this,new,select,by,max,function,tuple,type,info,this,data,set,get,type,fields
UnsortedGrouping -> @SuppressWarnings({ "unchecked", "rawtypes" }) 	public ReduceOperator<T> maxBy(int... fields);1411372797;Applies a special case of a reduce transformation (maxBy) on a grouped {@link DataSet}.<br/>_The transformation consecutively calls a {@link ReduceFunction}_until only a single element remains which is the result of the transformation._A ReduceFunction combines two elements into one new element of the same type.__@param fields Keys taken into account for finding the minimum._@return A {@link ReduceOperator} representing the minimum.;@SuppressWarnings({ "unchecked", "rawtypes" })_	public ReduceOperator<T> maxBy(int... fields)  {_		_		_		if(!this.dataSet.getType().isTupleType()) {_			throw new InvalidProgramException("Method maxBy(int) only works on tuples.")__		}_			_		return new ReduceOperator<T>(this, new SelectByMaxFunction(_				(TupleTypeInfo) this.dataSet.getType(), fields))__	};applies,a,special,case,of,a,reduce,transformation,max,by,on,a,grouped,link,data,set,br,the,transformation,consecutively,calls,a,link,reduce,function,until,only,a,single,element,remains,which,is,the,result,of,the,transformation,a,reduce,function,combines,two,elements,into,one,new,element,of,the,same,type,param,fields,keys,taken,into,account,for,finding,the,minimum,return,a,link,reduce,operator,representing,the,minimum;suppress,warnings,unchecked,rawtypes,public,reduce,operator,t,max,by,int,fields,if,this,data,set,get,type,is,tuple,type,throw,new,invalid,program,exception,method,max,by,int,only,works,on,tuples,return,new,reduce,operator,t,this,new,select,by,max,function,tuple,type,info,this,data,set,get,type,fields
UnsortedGrouping -> @SuppressWarnings({ "unchecked", "rawtypes" }) 	public ReduceOperator<T> maxBy(int... fields);1411372797;Applies a special case of a reduce transformation (maxBy) on a grouped {@link DataSet}.<br/>_The transformation consecutively calls a {@link ReduceFunction}_until only a single element remains which is the result of the transformation._A ReduceFunction combines two elements into one new element of the same type.__@param fields Keys taken into account for finding the minimum._@return A {@link ReduceOperator} representing the minimum.;@SuppressWarnings({ "unchecked", "rawtypes" })_	public ReduceOperator<T> maxBy(int... fields)  {_		_		_		if(!this.dataSet.getType().isTupleType()) {_			throw new InvalidProgramException("Method maxBy(int) only works on tuples.")__		}_			_		return new ReduceOperator<T>(this, new SelectByMaxFunction(_				(TupleTypeInfo) this.dataSet.getType(), fields))__	};applies,a,special,case,of,a,reduce,transformation,max,by,on,a,grouped,link,data,set,br,the,transformation,consecutively,calls,a,link,reduce,function,until,only,a,single,element,remains,which,is,the,result,of,the,transformation,a,reduce,function,combines,two,elements,into,one,new,element,of,the,same,type,param,fields,keys,taken,into,account,for,finding,the,minimum,return,a,link,reduce,operator,representing,the,minimum;suppress,warnings,unchecked,rawtypes,public,reduce,operator,t,max,by,int,fields,if,this,data,set,get,type,is,tuple,type,throw,new,invalid,program,exception,method,max,by,int,only,works,on,tuples,return,new,reduce,operator,t,this,new,select,by,max,function,tuple,type,info,this,data,set,get,type,fields
